Size,Location,Year of Construction,Number of Rooms,Garden Size,Urban,House Price
602.9326443788106,3,1985,3,576.7440571014567,1,802838.6010408717
653.4806375770688,1,1978,3,274.30558366145885,1,593233.1250361147
240.9727032954069,0,1980,3,738.4274594218301,1,545491.012465777
923.3399462965743,1,1987,3,348.1482829008494,0,791840.544557287
152.6516626934726,2,1991,8,323.3707196727471,0,621418.3303179656
927.31113231466,3,1989,7,191.7353679683764,0,858157.3124344373
202.41944844463214,0,2000,4,547.4007593446363,0,494767.7921749825
910.7829850078979,2,1974,6,391.23128625414404,1,996930.4221960849
431.10183425535405,2,1955,4,996.2564060751866,1,929189.204756427
810.8567108226405,1,1983,9,972.3132375800194,1,1608982.6375979823
454.8138717232042,1,1974,3,129.91554860050886,0,412578.2889955078
759.8408347458133,2,1973,3,356.901471541485,0,719329.7534701701
867.1516798527048,0,1991,9,914.3389000789042,0,1604314.2837031067
572.8949907185929,0,1980,8,536.7285003186357,0,969502.0630360062
461.92561034517786,0,1991,4,772.1700232818903,1,822522.0765252099
455.169376123598,0,1999,5,406.7504496532803,0,657166.158903193
150.93258657993326,3,1977,9,445.74681864225624,1,718482.6983051654
113.33414536947079,2,1977,7,835.9086235621133,0,660126.7209991616
769.2131208372775,1,1983,4,313.131280824961,1,732972.8420530446
473.8595350621176,1,1978,9,635.4033727921818,0,1011949.5755112269
235.98349158892412,3,1992,7,724.6005035184853,1,766941.670029426
884.3832973795326,0,1989,6,242.1760156290959,1,815094.7965389485
673.9945530066665,1,2004,9,808.7129777811823,0,1313373.3857373465
527.0540035206462,3,1968,4,668.144817235408,0,845509.218444568
421.2864939285188,2,2001,6,657.9528395197648,0,836773.114422584
410.2716937392581,3,1974,9,738.7191610016602,1,1037688.1849207128
434.2782526945347,0,1994,7,115.75966456062375,1,595892.1019601173
897.8989022763575,0,1961,5,384.3322665156981,1,911247.026201866
440.74371466938845,2,1964,6,243.36450520292286,1,635546.3209388418
117.38478794305009,1,2008,9,687.7303207214758,0,720094.0493860862
230.4403224902806,3,2002,10,295.8929612362857,0,764190.3414349876
411.5874123606736,1,1955,6,554.9279681603908,1,770736.881664748
249.71698067782904,3,2000,5,398.9198244693993,1,564568.7460513312
840.6833154455443,1,2001,7,842.3563267110184,0,1413343.0418115684
998.8584496783918,2,1986,4,136.13743605475952,1,667222.0955967312
400.7467187766532,3,1951,3,334.80328372490266,1,521753.23346152715
536.6677133274018,1,1967,7,517.6400323636682,1,894004.7791100494
142.85635046327988,2,1967,3,734.8651966660658,0,465279.5391369107
275.0177025112192,2,1991,6,583.5985236866543,1,689092.0196892008
306.1544549893973,1,2008,7,831.7484816582847,0,847250.8422129295
448.73462273375964,2,1954,4,567.5299748926891,0,709356.9695181219
843.7749487525539,2,1982,4,660.8261425462324,1,1109768.9723736707
459.28924481958137,3,2005,9,336.7491495059004,0,851985.21816851
767.2857485813203,2,2009,3,699.9821719384091,0,1018846.8882789678
575.7308979569028,1,1994,5,631.9585814142756,0,892711.7857319012
697.2842842420079,0,1967,4,631.2553782987678,1,939769.5126001327
277.50139810085517,0,1985,5,531.6610583057363,0,596683.4889874449
134.93062761779436,0,1954,9,633.6506897466305,0,714264.7601842243
322.00341511778663,0,1983,7,776.2257913570356,0,833371.8878395305
191.10939828348995,0,1957,3,260.27411432452095,0,352139.41165057523
732.4013688254689,0,1962,3,955.5739395538278,0,1182247.3037910908
612.302969090498,1,1995,9,622.4195149001789,1,1124497.5823722747
814.3196026576038,2,1966,9,219.93300865035397,1,934621.945412429
462.33675416281693,1,1993,8,919.1045555000431,0,1110750.223117635
334.4429488622724,0,2000,6,281.8230000505864,0,579260.851637917
874.9367699364643,0,1987,10,414.2351437465763,0,1176601.944491528
608.9774723635944,3,1968,7,281.7884376502018,0,794867.3101931135
525.6089174524639,0,1975,7,850.5908742142715,1,1085643.1524193315
902.2093741525198,2,1973,3,535.8503053373862,1,983998.2678530726
413.031307038728,1,1989,4,132.4145993503313,0,450213.4137008727
468.01198102512785,1,1969,6,380.86034801463967,0,710635.2288744627
331.70012054055786,3,1972,9,678.6829555230655,0,931601.1440367344
219.43676753669746,1,1998,10,421.3821856380069,1,783563.7565910569
613.8064705555458,0,1997,8,348.5391024042948,1,870325.6486430226
929.2079188319249,2,1978,5,588.0029517230575,0,1154020.6806387308
683.9220780327043,0,1996,9,514.2203180656882,1,1090012.208730255
697.4743811661926,1,1966,9,250.47735514670245,1,898786.3923595549
872.5814741176086,2,2004,10,717.0111356830336,1,1492850.01669297
730.1089442325912,3,1978,6,394.20975770457795,1,902741.9358097104
438.3463872499792,2,1977,10,834.5701171896966,1,1155291.21085541
822.9925976152954,2,1982,5,740.855430751192,0,1210873.324065846
211.59763404726385,2,1986,3,852.450629121234,1,572435.1188238875
884.322044509461,3,1989,4,502.4964460870757,1,999864.017268003
558.2276765611781,1,1969,4,810.0451940120087,1,950576.0929400872
591.2393064291476,3,1951,7,394.9454369238623,0,862526.3891724513
930.4080421676512,1,2007,9,222.56725162524685,0,969978.484152951
714.4119003792766,3,1979,4,461.1555614376559,0,840811.3473451332
170.3516363035615,2,1989,10,780.547670338463,1,860505.4510183565
327.6154283943473,1,1962,6,560.407792435424,1,710004.868617637
739.6898543128324,0,1983,5,376.3278747419364,1,812394.3254489803
183.80894182692163,1,2007,9,941.4350185094116,0,851791.8625858973
335.16708483304933,3,1959,9,500.51840883239504,0,855999.9489079467
337.3183790701898,3,1985,9,214.71471526179653,1,739429.2815103583
736.9377088034074,1,2006,3,903.0162550878766,0,1151683.3557777198
146.4609610558725,1,1989,10,169.8872620186482,1,676261.5327232246
410.48302761289386,2,1955,4,690.9525476891229,0,742976.9510834101
483.7356341414729,1,1963,9,479.11278560801276,0,928144.769119114
165.96351708417146,3,1961,9,270.5517186245106,1,680622.444628293
512.5613844450636,2,1975,10,178.05678024181213,1,830604.9240808685
578.2669533440755,2,1993,10,233.43923084991917,0,887583.1963498787
973.7366977496407,2,2003,9,624.2905582004719,0,1430602.0702554907
886.1663627523094,1,1983,10,551.7253458850487,1,1334063.4613323049
937.4978698085591,3,2000,10,503.30533563695076,1,1342920.494712824
343.6569714809035,2,1978,6,200.02638194756778,1,573504.158968438
235.1505158387629,3,1996,10,584.2868774681087,0,863883.7084295083
674.6431276097168,3,1976,5,128.7316675231933,0,607472.5460595612
281.3723953912498,3,1965,10,574.0733863841067,1,902408.7768606115
627.8338776417372,1,1952,3,159.87984455067848,1,495486.7240952584
276.1523512157746,1,1995,10,144.59046767204825,1,715555.031482638
158.62962383173576,0,1976,9,874.660501710708,1,804102.0936603553
504.0317783167458,2,1997,8,923.0896505217634,1,1175469.9843081026
672.8048241956826,3,1956,3,297.1898040487956,1,639639.9769205614
184.72119917717862,2,1971,9,898.2987960238082,1,858080.7085570169
594.7462402989888,3,1959,7,598.5352344058408,0,1007083.4668327924
493.15139706875095,3,1966,10,476.99527886580887,1,1010967.02032663
329.71770329115407,1,1987,6,273.1859589917444,0,583443.1800793842
254.69009480040145,1,2003,7,479.7879884316282,0,669589.2002795048
310.8933547044006,1,1973,6,365.81016550414734,1,618093.4484341227
906.9503902979841,1,1995,5,745.5219480564884,0,1284191.4789874146
128.68340518756656,1,1976,4,194.61303639274945,0,368995.951877758
232.73605650054662,0,1956,5,403.7338007277934,1,525112.3891015684
566.3528830012626,2,1952,7,465.68955121690226,1,889294.2160085632
714.3768244775831,0,1979,4,406.82504506770255,0,766216.324471113
469.28771787414894,0,1987,4,595.2472924041565,1,729225.7778202337
316.3220498156187,0,1989,8,186.3527891455504,1,637895.5739951403
346.9126869852006,3,1975,9,960.7631086353398,0,1071301.062116301
684.4587521004343,3,1993,7,252.8549502178221,1,814596.9450983384
741.611635718273,3,1998,4,843.5649019291621,0,1179717.759803969
973.2570783259639,2,1968,9,618.0112164890095,1,1430200.1985318488
733.1570285513112,0,2008,7,386.7114837319454,1,916509.0347551387
479.72391902944196,3,1966,5,331.69653448061456,0,659498.6682423989
320.98556403330394,2,2000,7,689.2034251845665,0,813709.7484511173
581.1748898555562,2,1996,5,959.2776636697962,1,1135731.998466399
753.9095721375168,0,1967,10,184.5290727756542,0,904513.71693962
204.9328190753772,3,1995,5,417.0802810723386,1,543577.525131367
153.82827552997725,3,2009,4,723.26860285507,0,532105.0332608043
301.7424204606401,2,1966,9,430.4964796749712,1,799352.9509971886
477.32258817607845,1,1974,7,479.5468533847851,0,823831.1308198516
700.4569756609989,0,1994,3,587.9069008973297,0,851323.6173161205
108.22926433101013,1,1962,7,280.25185842256525,0,528025.207209883
584.7006421792082,0,1991,9,249.14409676459618,1,837178.6976571996
361.78720731999965,0,1970,4,114.772234792103,1,421260.3798441552
401.51395375911284,2,2008,3,104.38031195773986,1,395601.10974799056
489.906951275106,2,1977,10,688.9517150087415,0,1117636.5666374215
514.022311806702,1,1966,8,722.6684473203519,1,1053916.1644532557
461.60249281976235,1,1986,5,167.2062732912416,1,542316.0563870822
178.6537750140431,0,1981,4,613.3903031110675,0,496543.45757927286
243.22933908576843,1,2010,9,857.9782597329594,0,891115.7756926666
544.0234327289213,0,1962,5,497.5980474630688,1,775750.337920734
447.90110457587406,1,1955,9,387.81479549930765,1,858151.1971220035
997.0315100843172,2,1963,5,868.9143371968647,1,1520673.7583040507
792.6575534082149,3,1995,4,901.5959218532106,1,1290903.3819923627
624.5661412820738,0,1991,3,264.1847131548096,1,562593.3652684202
593.0515523322331,0,2000,6,856.6705090121376,0,1103815.0348616461
144.996392269738,1,1984,9,339.8561977082536,1,667419.5146206791
709.0583796584234,3,1965,10,435.3240508825665,0,1119877.7013504726
608.8871575366074,0,1999,5,213.63581991117428,1,619918.5607896524
564.3101410706695,0,1987,9,711.4490963457991,1,1135187.7797522268
789.8002122767042,3,1985,7,321.24549228859547,0,918752.0392725244
804.6913580889395,3,1982,10,384.1263659466153,1,1141603.4364081533
295.0215872245598,1,1990,6,656.9263263745806,1,723846.3074363664
266.18429462666455,2,1959,9,198.66096527214617,1,690997.1717487058
693.6998829793788,1,1997,5,325.86898685808205,1,753831.429541969
397.72211432553183,0,1990,6,389.9155240541188,0,664843.8134160158
509.30123783089454,1,1964,8,431.2578736291593,1,871780.7883777862
139.93959402887646,2,1953,3,418.8470787538939,1,390780.92838276824
480.6450471048227,2,1967,9,718.161352001981,1,1080876.6280989873
947.664073312076,1,1993,3,700.4066791286887,0,1173904.627088914
718.901736534361,3,1956,8,151.16436094383818,0,791099.2412723597
837.4649479329729,0,1973,9,762.6972204270177,1,1434656.1948646074
664.7722428649425,2,1976,3,688.5656357164912,1,925471.491667928
626.5975692736199,1,1994,3,250.19905713981055,0,556646.3452749798
973.7694591637662,0,1978,6,519.1859407533684,0,1147246.8234260667
